"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","改定情報","データ品質","品質注記"
"福岡県","筑前町","404471","17-1-000","公共下水道","法適用","R6","99.7944","185.5809","185.9633","0.2","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","水巻町","403822","17-1-000","公共下水道","法適用","R6","99.6635","172.5147","173.0972","0.3","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","宇美町","403415","17-1-000","公共下水道","法適用","R6","99.5223","172.128","172.9542","0.5","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","北九州市","401005","17-1-000","公共下水道","法適用","R6","99.0881","143.502","144.8226","0.9","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","大川市","402125","17-1-000","公共下水道","法適用","R6","98.7977","206.9425","209.4608","1.2","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","新宮町","403458","17-1-000","公共下水道","法適用","R6","98.4985","177.6275","180.3352","1.5","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","志免町","403431","17-1-000","公共下水道","法適用","R6","97.8249","158.1538","161.6704","2.2","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","久留米市","402036","17-1-000","公共下水道","法適用","R6","96.4794","178.8578","185.3844","3.6","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","朝倉市","402281","17-1-000","公共下水道","法適用","R6","95.2431","207.1994","217.5479","5.0","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","小郡市","402168","17-1-000","公共下水道","法適用","R6","94.6903","182.4857","192.7185","5.6","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","粕屋町","403491","17-1-000","公共下水道","法適用","R6","92.2727","154.4356","167.3687","8.4","経費回収率90%以上100%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","八女市","402109","17-1-000","公共下水道","法適用","R6","87.752","180.2714","205.4329","14.0","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","広川町","405442","17-1-000","公共下水道","法適用","R6","85.9309","179.4512","208.832","16.4","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","みやま市","402290","17-1-000","公共下水道","法適用","R6","81.7514","179.6232","219.7189","22.3","経費回収率80%以上90%未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","鞍手町","404021","17-1-000","公共下水道","法適用","R6","78.935","140.1593","177.563","26.7","経費回収率80%未満・使用料単価150円/m³未満","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","直方市","402044","17-1-000","公共下水道","法適用","R6","77.3979","189.5201","244.8647","29.2","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","筑後市","402117","17-1-000","公共下水道","法適用","R6","74.3157","180.023","242.2408","34.6","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","築上町","406473","17-1-000","公共下水道","法適用","R6","67.1687","228.1748","339.7042","48.9","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","みやこ町","406252","17-1-000","公共下水道","法適用","R6","58.184","169.0314","290.512","71.9","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","吉富町","406422","17-1-000","公共下水道","法適用","R6","58.1091","152.916","263.1534","72.1","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
"福岡県","宮若市","402265","17-1-000","公共下水道","法適用","R6","44.5464","168.9821","379.3399","124.5","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・2事業）","ok",""
"福岡県","上毛町","406465","17-5-000","農業集落排水","法適用","R6","37.2792","278.6928","747.5819","168.2","経費回収率80%未満・使用料単価150円/m³以上等","比較対象外","ok",""
"福岡県","小竹町","404012","17-1-000","公共下水道","法適用","R6","23.7295","185.6527","782.3696","321.4","経費回収率80%未満・使用料単価150円/m³以上等","改定情報なし（R5・R6施行年月日を比較済み・1事業）","ok",""
