"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","100%相当の増収率（%・単純試算）","経費回収率区分","公式改定情報","データ品質","品質注記"
"沖縄県","宜野座村","473138","17-5-000","農業集落排水","法適用","R6","47.2418","82.834","175.3405","111.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","南城市","472158","17-1-000","公共下水道","法適用","R6","47.0852","76.7551","163.0132","112.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","座間味村","473545","17-4-000","特定環境保全公共下水道","法適用","R6","46.4237","114.6709","247.0096","115.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","与那国町","473821","17-6-000","漁業集落排水","法適用","R6","42.4133","55.2693","130.3112","135.8","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","石垣市","472077","17-1-000","公共下水道","法適用","R6","32.9907","88.8152","269.2124","203.1","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","恩納村","473111","17-5-000","農業集落排水","法適用","R6","31.6486","92.5609","292.4646","216.0","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","八重瀬町","473626","17-5-000","農業集落排水","法適用","R6","31.4864","68.6441","218.0118","217.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","伊平屋村","473596","17-5-000","農業集落排水","法適用","R6","31.3861","82.321","262.2851","218.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","伊是名村","473600","17-5-000","農業集落排水","法適用","R6","27.3912","136.1704","497.1315","265.1","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","南大東村","473570","17-5-000","農業集落排水","法適用","R6","26.9579","132.3654","491.008","270.9","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","久米島町","473618","17-4-000","特定環境保全公共下水道","法適用","R6","25.8626","83.5646","323.1095","286.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","渡名喜村","473561","17-5-000","農業集落排水","法適用","R6","24.4213","140.1941","574.0639","309.5","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","竹富町","473812","17-4-000","特定環境保全公共下水道","法適用","R6","19.6078","118.2919","603.2886","410.0","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","大宜味村","473022","17-4-000","特定環境保全公共下水道","法適用","R6","14.4593","118.5503","819.8889","591.6","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"沖縄県","糸満市","472107","17-5-000","農業集落排水","法適用","R6","6.7885","71.8433","1058.304","1373.1","経費回収率80%未満・使用料単価150円/m³未満","未登録","warning","汚水処理原価が1000円/m³超"
"沖縄県","粟国村","473553","17-5-000","農業集落排水","法適用","R6","6.5201","70.7511","1085.1261","1433.7","経費回収率80%未満・使用料単価150円/m³未満","未登録","warning","汚水処理原価が1000円/m³超"
