"都道府県","自治体名","自治体コード","事業キー","表示事業種別","会計区分","最新決算","経費回収率（%）","使用料単価（円/m³）","汚水処理原価（円/m³）","使用料収入の必要増加率（%・単純計算）","経費回収率区分","公式改定情報","データ品質","品質注記"
"北海道","新十津川町","014320","17-4-000","特定環境保全公共下水道","法適用","R6","17.2614","145.4885","842.8538","479.3","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","利尻町","015181","18-0-000","特定地域生活排水処理施設","法適用","R6","16.1187","103.9522","644.9156","520.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","礼文町","015172","17-4-000","特定環境保全公共下水道","法適用","R6","15.876","173.8866","1095.2779","529.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","warning","汚水処理原価が1000円/m³超"
"北海道","安平町","015857","17-1-000","公共下水道","法適用","R6","14.9721","188.1796","1256.8683","567.9","経費回収率80%未満・使用料単価150円/m³以上等","未登録","warning","汚水処理原価が1000円/m³超"
"北海道","幌延町","015202","17-4-000","特定環境保全公共下水道","法適用","R6","14.6412","184.3411","1259.058","583.0","経費回収率80%未満・使用料単価150円/m³以上等","未登録","warning","汚水処理原価が1000円/m³超"
"北海道","千歳市","012246","18-1-000","個別排水処理施設","法適用","R6","14.5267","56.9691","392.1671","588.4","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","浜頓別町","015121","17-1-000","公共下水道","法適用","R6","14.5124","141.3898","974.2699","589.1","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","厚沢部町","013633","17-5-000","農業集落排水","法適用","R6","12.8009","174.6514","1364.3672","681.2","経費回収率80%未満・使用料単価150円/m³以上等","未登録","warning","汚水処理原価が1000円/m³超"
"北海道","旭川市","012041","17-5-000","農業集落排水","法適用","R6","10.3199","143.8021","1393.4426","869.0","経費回収率80%未満・使用料単価150円/m³未満","未登録","warning","汚水処理原価が1000円/m³超"
"北海道","島牧村","013919","18-0-000","特定地域生活排水処理施設","法適用","R6","6.1443","20.0862","326.9073","1527.5","経費回収率80%未満・使用料単価150円/m³未満","未登録","ok",""
"北海道","泊村","014036","17-4-000","特定環境保全公共下水道","法適用","R6","4.335","86.8336","2003.0771","2206.8","経費回収率80%未満・使用料単価150円/m³未満","未登録","warning","汚水処理原価が1000円/m³超"
